Gene	Annotation
N0.HOG0015288	unnamed protein product
N0.HOG0015289	unnamed protein product
N0.HOG0015290	unnamed protein product
N0.HOG0015291	unnamed protein product
N0.HOG0015292	unnamed protein product
N0.HOG0015293	unnamed protein product
N0.HOG0015294	unnamed protein product
N0.HOG0015295	unnamed protein product
N0.HOG0015296	unnamed protein product
N0.HOG0015297	unnamed protein product
N0.HOG0015298	unnamed protein product
N0.HOG0015299	unnamed protein product
N0.HOG0015300	unnamed protein product
N0.HOG0015301	unnamed protein product
N0.HOG0015302	unnamed protein product
N0.HOG0015303	unnamed protein product
N0.HOG0015304	unnamed protein product
N0.HOG0015305	unnamed protein product
N0.HOG0015306	unnamed protein product
N0.HOG0015307	unnamed protein product
N0.HOG0015308	unnamed protein product
N0.HOG0015309	unnamed protein product
N0.HOG0015310	unnamed protein product
N0.HOG0015311	unnamed protein product
N0.HOG0015312	unnamed protein product
N0.HOG0015313	unnamed protein product
N0.HOG0015314	unnamed protein product
N0.HOG0015315	unnamed protein product
N0.HOG0015316	unnamed protein product
N0.HOG0015317	unnamed protein product
N0.HOG0015318	unnamed protein product
N0.HOG0015319	unnamed protein product
N0.HOG0015320	unnamed protein product
N0.HOG0015321	unnamed protein product, partial
N0.HOG0015322	unnamed protein product
N0.HOG0015323	unnamed protein product
N0.HOG0015324	unnamed protein product
N0.HOG0015325	unnamed protein product
N0.HOG0015326	unnamed protein product
N0.HOG0015327	unnamed protein product
N0.HOG0015328	unnamed protein product
N0.HOG0015329	unnamed protein product
N0.HOG0015330	unnamed protein product
N0.HOG0015331	unnamed protein product
N0.HOG0015332	unnamed protein product
N0.HOG0015333	unnamed protein product
N0.HOG0015334	unnamed protein product
N0.HOG0015335	unnamed protein product
N0.HOG0015336	unnamed protein product
N0.HOG0015337	unnamed protein product
N0.HOG0015338	unnamed protein product
N0.HOG0015339	unnamed protein product
N0.HOG0015340	unnamed protein product
N0.HOG0015341	unnamed protein product
N0.HOG0015342	unnamed protein product
N0.HOG0015343	unnamed protein product
N0.HOG0015344	unnamed protein product
N0.HOG0015345	unnamed protein product
N0.HOG0015346	unnamed protein product
N0.HOG0015347	unnamed protein product
N0.HOG0015348	unnamed protein product
N0.HOG0015349	unnamed protein product
N0.HOG0015350	unnamed protein product
N0.HOG0015351	unnamed protein product, partial
N0.HOG0015352	unnamed protein product
N0.HOG0015353	unnamed protein product
N0.HOG0015354	unnamed protein product
N0.HOG0015355	unnamed protein product
N0.HOG0015356	unnamed protein product
N0.HOG0015357	unnamed protein product
N0.HOG0015358	unnamed protein product
N0.HOG0015359	unnamed protein product
N0.HOG0015360	unnamed protein product
N0.HOG0015361	unnamed protein product
N0.HOG0015362	unnamed protein product
N0.HOG0015363	unnamed protein product, partial
N0.HOG0015364	unnamed protein product
N0.HOG0015365	unnamed protein product
N0.HOG0015366	unnamed protein product
N0.HOG0015367	unnamed protein product
N0.HOG0015368	unnamed protein product
N0.HOG0015369	unnamed protein product
N0.HOG0015370	unnamed protein product
N0.HOG0015371	unnamed protein product
N0.HOG0015372	unnamed protein product
N0.HOG0015373	unnamed protein product
N0.HOG0015374	unnamed protein product
N0.HOG0015375	unnamed protein product
N0.HOG0015376	unnamed protein product
N0.HOG0015377	unnamed protein product
N0.HOG0015378	unnamed protein product
N0.HOG0015379	unnamed protein product
N0.HOG0015380	unnamed protein product
N0.HOG0015381	unnamed protein product
N0.HOG0015382	unnamed protein product
N0.HOG0015383	unnamed protein product
N0.HOG0015384	unnamed protein product
N0.HOG0015385	unnamed protein product
N0.HOG0015386	unnamed protein product
N0.HOG0015387	unnamed protein product
N0.HOG0015388	unnamed protein product
N0.HOG0015389	unnamed protein product
N0.HOG0015390	unnamed protein product
N0.HOG0015391	unnamed protein product
N0.HOG0015392	unnamed protein product
N0.HOG0015393	unnamed protein product
N0.HOG0015394	unnamed protein product
N0.HOG0015395	unnamed protein product, partial
N0.HOG0015396	unnamed protein product
N0.HOG0015397	unnamed protein product
N0.HOG0015398	unnamed protein product
N0.HOG0015399	unnamed protein product
N0.HOG0015400	unnamed protein product
N0.HOG0015401	unnamed protein product
N0.HOG0015402	unnamed protein product
N0.HOG0015403	unnamed protein product
N0.HOG0015404	unnamed protein product
N0.HOG0015405	unnamed protein product
N0.HOG0015406	unnamed protein product
N0.HOG0015407	unnamed protein product
N0.HOG0015408	unnamed protein product
N0.HOG0015409	unnamed protein product
N0.HOG0015410	unnamed protein product
N0.HOG0015411	unnamed protein product
N0.HOG0015412	unnamed protein product
N0.HOG0015413	unnamed protein product
N0.HOG0015414	unnamed protein product
N0.HOG0015415	unnamed protein product
N0.HOG0015416	unnamed protein product
N0.HOG0015417	unnamed protein product
N0.HOG0015418	unnamed protein product
N0.HOG0015419	unnamed protein product
N0.HOG0015420	unnamed protein product
N0.HOG0015421	unnamed protein product, partial
N0.HOG0015422	unnamed protein product
N0.HOG0015423	unnamed protein product
N0.HOG0015424	unnamed protein product
N0.HOG0015425	unnamed protein product
N0.HOG0015426	unnamed protein product
N0.HOG0015427	unnamed protein product
N0.HOG0015428	unnamed protein product
N0.HOG0015429	unnamed protein product
N0.HOG0015430	unnamed protein product, partial
N0.HOG0015431	unnamed protein product
N0.HOG0015432	unnamed protein product
N0.HOG0015433	unnamed protein product
N0.HOG0015434	unnamed protein product
N0.HOG0015435	unnamed protein product
N0.HOG0015436	unnamed protein product
N0.HOG0015437	unnamed protein product
N0.HOG0015438	unnamed protein product
N0.HOG0015439	unnamed protein product
N0.HOG0015440	unnamed protein product
N0.HOG0015441	unnamed protein product
N0.HOG0015442	unnamed protein product
N0.HOG0015443	unnamed protein product
N0.HOG0015444	unnamed protein product
N0.HOG0015445	unnamed protein product
N0.HOG0015446	unnamed protein product
N0.HOG0015447	unnamed protein product
N0.HOG0015448	unnamed protein product
N0.HOG0015449	unnamed protein product
N0.HOG0015450	unnamed protein product
N0.HOG0015451	unnamed protein product
N0.HOG0015452	unnamed protein product
N0.HOG0015453	unnamed protein product
N0.HOG0015454	unnamed protein product
N0.HOG0015455	unnamed protein product
N0.HOG0015456	unnamed protein product
N0.HOG0015457	unnamed protein product
N0.HOG0015458	unnamed protein product
N0.HOG0015459	unnamed protein product
N0.HOG0015460	unnamed protein product
N0.HOG0015461	unnamed protein product
N0.HOG0015462	unnamed protein product
N0.HOG0015463	unnamed protein product
N0.HOG0015464	unnamed protein product
N0.HOG0015465	unnamed protein product
N0.HOG0015466	unnamed protein product
N0.HOG0015467	unnamed protein product
N0.HOG0015468	unnamed protein product
N0.HOG0015469	unnamed protein product
N0.HOG0015470	unnamed protein product
N0.HOG0015471	unnamed protein product
N0.HOG0015472	unnamed protein product
N0.HOG0015473	unnamed protein product
N0.HOG0015474	unnamed protein product
N0.HOG0015475	unnamed protein product
N0.HOG0015476	unnamed protein product
N0.HOG0015477	unnamed protein product
N0.HOG0015478	unnamed protein product
N0.HOG0015479	unnamed protein product
N0.HOG0015480	unnamed protein product
N0.HOG0015481	unnamed protein product
N0.HOG0015482	unnamed protein product
N0.HOG0015483	unnamed protein product
N0.HOG0015484	unnamed protein product
N0.HOG0015485	unnamed protein product
N0.HOG0015486	unnamed protein product
N0.HOG0015487	unnamed protein product, partial
N0.HOG0015488	unnamed protein product
N0.HOG0015489	unnamed protein product
N0.HOG0015490	unnamed protein product
N0.HOG0015491	unnamed protein product
N0.HOG0015492	unnamed protein product
N0.HOG0015493	unnamed protein product
N0.HOG0015494	uncharacterized protein LOC116915298
N0.HOG0015495	larval cuticle protein 1
N0.HOG0015496	uncharacterized protein LOC116915663
N0.HOG0015497	choline transporter-like 2
N0.HOG0015498	endoglucanase E-4-like
N0.HOG0015499	LOW QUALITY PROTEIN: alpha-(1,3)-fucosyltransferase C
N0.HOG0015500	mannan endo-1,4-beta-mannosidase
N0.HOG0015501	uncharacterized protein LOC116917387
N0.HOG0015502	coenzyme Q-binding protein COQ10 homolog A, mitochondrial
N0.HOG0015503	protein FAM102A isoform X2
N0.HOG0015504	uncharacterized protein LOC116917845
N0.HOG0015505	uncharacterized protein LOC116918899
N0.HOG0015506	uncharacterized protein LOC116919018
N0.HOG0015507	uncharacterized protein LOC116919164
N0.HOG0015508	uncharacterized protein LOC123472665
N0.HOG0015509	uncharacterized protein LOC116919668
N0.HOG0015510	uncharacterized protein LOC116920518
N0.HOG0015511	protein transport protein Sec24A-like
N0.HOG0015512	biogenesis of lysosome-related organelles complex 1 subunit 5
N0.HOG0015513	uncharacterized protein LOC116920268
N0.HOG0015514	uncharacterized protein LOC123470988 isoform X1
N0.HOG0015515	uncharacterized protein LOC116920631
N0.HOG0015516	uncharacterized protein LOC123466386
N0.HOG0015517	uncharacterized protein LOC116920794
N0.HOG0015518	zinc metalloproteinase nas-13
N0.HOG0015519	asialoglycoprotein receptor 1
N0.HOG0015520	GMP synthase [glutamine-hydrolyzing]
N0.HOG0015521	uncharacterized protein LOC116921451
N0.HOG0015522	eukaryotic translation initiation factor 2-alpha kinase 3 isoform X1
N0.HOG0015523	uncharacterized protein LOC116922449
N0.HOG0015524	uncharacterized protein LOC116923013
N0.HOG0015525	uncharacterized protein LOC116923278
N0.HOG0015526	uncharacterized protein LOC116923701 isoform X1
N0.HOG0015527	uncharacterized protein LOC116924225
N0.HOG0015528	uncharacterized protein LOC116925321
N0.HOG0015529	LOW QUALITY PROTEIN: uncharacterized protein LOC116925386
N0.HOG0015530	uncharacterized protein LOC116925955
N0.HOG0015531	putative cuticle collagen 90 isoform X1
N0.HOG0015532	uncharacterized protein LOC116926562
N0.HOG0015533	selenoprotein W-like
N0.HOG0015534	gibberellin-regulated protein 14
N0.HOG0015535	uncharacterized protein LOC116927226
N0.HOG0015536	transmembrane protein 186
N0.HOG0015537	uncharacterized protein K02A2.6-like
N0.HOG0015538	uncharacterized protein LOC116927568
N0.HOG0015539	uncharacterized protein LOC116928439
N0.HOG0015540	uncharacterized protein LOC116929208
N0.HOG0015541	repetitive proline-rich cell wall protein 1
N0.HOG0015542	uncharacterized protein LOC116930043
N0.HOG0015543	uncharacterized protein LOC116930466
N0.HOG0015544	neuropeptide-like protein 31
N0.HOG0015545	uncharacterized protein K02A2.6
N0.HOG0015546	uncharacterized protein LOC116931283
N0.HOG0015547	uncharacterized protein LOC116931291
N0.HOG0015548	neuropeptide-like protein 31
N0.HOG0015549	proline-rich receptor-like protein kinase PERK2
N0.HOG0015550	complement C1q tumor necrosis factor-related protein 3
N0.HOG0015551	uncharacterized protein LOC116931623
N0.HOG0015552	DNA-directed RNA polymerase II subunit RPB1
N0.HOG0015553	uncharacterized protein LOC116932297
N0.HOG0015554	DNA-directed RNA polymerase II subunit RPB1
N0.HOG0015555	uncharacterized protein LOC123476812
N0.HOG0015556	uncharacterized protein LOC116932356
N0.HOG0015557	endocuticle structural glycoprotein SgAbd-3-like
N0.HOG0015558	ATP-dependent RNA helicase cgh-1-like
N0.HOG0015559	uncharacterized protein LOC116933037
N0.HOG0015560	uncharacterized ENTR1 family protein
N0.HOG0015561	putative methyltransferase DDB_G0268948
N0.HOG0015562	uncharacterized protein LOC116934428
N0.HOG0015563	uncharacterized protein LOC116934573
N0.HOG0015564	LOW QUALITY PROTEIN: uncharacterized protein LOC123467362
N0.HOG0015565	uncharacterized protein LOC116934969
N0.HOG0015566	uncharacterized protein LOC116935517
N0.HOG0015567	elongation of very long chain fatty acids protein 4 isoform X1
N0.HOG0015568	uncharacterized protein LOC116935672
N0.HOG0015569	uncharacterized protein LOC116935757
N0.HOG0015570	uncharacterized protein LOC116935981 isoform X1
N0.HOG0015571	uncharacterized protein LOC123471526 isoform X1
N0.HOG0015572	uncharacterized protein LOC116936178
N0.HOG0015573	uncharacterized protein LOC116936334
N0.HOG0015574	probable peroxisomal membrane protein PEX13
N0.HOG0015575	LOW QUALITY PROTEIN: zinc finger RNA-binding protein
N0.HOG0015576	uncharacterized protein LOC123467020
N0.HOG0015577	opsin Rh3-like
N0.HOG0015578	MFS-type transporter clz9
N0.HOG0015579	myosin-7B-like
N0.HOG0015580	integrase/recombinase xerD homolog
N0.HOG0015581	uncharacterized protein LOC116933860
N0.HOG0015582	uncharacterized protein LOC123467391
N0.HOG0015583	uncharacterized protein LOC123467637
N0.HOG0015584	delta-aminolevulinic acid dehydratase
N0.HOG0015585	transmembrane protein 45B-like
N0.HOG0015586	uncharacterized protein LOC123471110
N0.HOG0015587	uncharacterized protein LOC123468520
N0.HOG0015588	putative per-hexamer repeat protein 5
N0.HOG0015589	protein CapL-like
N0.HOG0015590	uncharacterized protein LOC123469324, partial
N0.HOG0015591	uncharacterized protein LOC123469329
N0.HOG0015592	uncharacterized protein LOC123469381
N0.HOG0015593	uncharacterized protein LOC116935705 isoform X1
N0.HOG0015594	inactive Rho GTPase-activating protein 11B isoform X2
N0.HOG0015595	larval cuticle protein 65Ab1-like isoform X1
N0.HOG0015596	uncharacterized protein LOC123469736
N0.HOG0015597	uncharacterized protein LOC116936789
N0.HOG0015598	F-box and WD repeat domain-containing 11-B-like
N0.HOG0015599	uncharacterized protein LOC123469878
N0.HOG0015600	uncharacterized protein LOC116915752
N0.HOG0015601	uncharacterized protein LOC116915780
N0.HOG0015602	protein MON2 homolog
N0.HOG0015603	uncharacterized protein LOC116935670
N0.HOG0015604	uncharacterized protein LOC116919470
N0.HOG0015605	uncharacterized protein LOC123472382
N0.HOG0015606	uncharacterized protein LOC123470407
N0.HOG0015607	uncharacterized protein C01G6.5-like isoform X1
N0.HOG0015608	uncharacterized protein LOC123470422
N0.HOG0015609	flocculation protein FLO11-like
N0.HOG0015610	zinc transporter ZIP11-like
N0.HOG0015611	uncharacterized protein LOC116918539
N0.HOG0015612	uncharacterized protein LOC116919718
N0.HOG0015613	eukaryotic translation initiation factor 4 gamma-like
N0.HOG0015614	uncharacterized protein LOC116933533
N0.HOG0015615	LOW QUALITY PROTEIN: endoribonuclease Dcr-1-like, partial
N0.HOG0015616	rho guanine nucleotide exchange factor 10-like protein isoform X2
N0.HOG0015617	uncharacterized protein LOC123470994
N0.HOG0015618	uncharacterized protein LOC123471466
N0.HOG0015619	uncharacterized protein LOC116936757
N0.HOG0015620	uncharacterized protein LOC123471042
N0.HOG0015621	uncharacterized protein LOC116920744
N0.HOG0015622	uncharacterized protein LOC116935534
N0.HOG0015623	uncharacterized protein LOC123471367
N0.HOG0015624	uncharacterized protein LOC116921596 isoform X1
N0.HOG0015625	uncharacterized protein LOC116923366
N0.HOG0015626	neurofilament heavy polypeptide
N0.HOG0015627	uncharacterized protein LOC123471273
N0.HOG0015628	uncharacterized protein K02A2.6-like
N0.HOG0015629	PDZ domain-containing RING finger protein 4-like
N0.HOG0015630	uncharacterized protein LOC116921426
N0.HOG0015631	protein fem-1 homolog A
N0.HOG0015632	uncharacterized protein LOC116922280
N0.HOG0015633	uncharacterized protein LOC116934898
N0.HOG0015634	uncharacterized protein LOC123477582
N0.HOG0015635	uncharacterized protein LOC116934694
N0.HOG0015636	putative defense protein 3
N0.HOG0015637	uncharacterized protein LOC116933527
N0.HOG0015638	uncharacterized protein LOC123473653
N0.HOG0015639	LOW QUALITY PROTEIN: uncharacterized protein K02A2.6-like
N0.HOG0015640	ubiquitin fusion degradation protein 1 homolog
N0.HOG0015641	UPF0669 protein v1g209471-like
N0.HOG0015642	uncharacterized protein LOC123475001
N0.HOG0015643	vacuolar ATPase assembly integral membrane protein VMA21 homolog
N0.HOG0015644	protein PALS2-like
N0.HOG0015645	uncharacterized protein LOC116920983
N0.HOG0015646	larval cuticle protein 1-like
N0.HOG0015647	uncharacterized protein LOC116927294
N0.HOG0015648	adventurous-gliding motility protein Z isoform X4
N0.HOG0015649	uncharacterized protein LOC123474204
N0.HOG0015650	uncharacterized protein LOC123474555
N0.HOG0015651	uncharacterized protein LOC123474244
N0.HOG0015652	uncharacterized protein LOC123474656
N0.HOG0015653	uncharacterized protein LOC116923849
N0.HOG0015654	uncharacterized protein LOC123474266, partial
N0.HOG0015655	uncharacterized protein LOC123474418
N0.HOG0015656	COP9 signalosome complex subunit 9-like
N0.HOG0015657	uncharacterized protein LOC123474456
N0.HOG0015658	uncharacterized protein LOC123466534
N0.HOG0015659	uncharacterized protein LOC123474630
N0.HOG0015660	uncharacterized protein LOC116927236
N0.HOG0015661	uncharacterized protein LOC123474791
N0.HOG0015662	uncharacterized protein LOC123475256 isoform X1
N0.HOG0015663	clavesin-1-like isoform X1
N0.HOG0015664	uncharacterized protein LOC116931299
N0.HOG0015665	uncharacterized protein LOC123475654
N0.HOG0015666	uncharacterized protein LOC123475695
N0.HOG0015667	uncharacterized protein LOC116931286
N0.HOG0015668	uncharacterized protein LOC123475741
N0.HOG0015669	uncharacterized protein LOC123475814
N0.HOG0015670	smoothelin-like protein 1
N0.HOG0015671	uncharacterized protein LOC123476854
N0.HOG0015672	chordin-like protein 2
N0.HOG0015673	LOW QUALITY PROTEIN: uncharacterized protein LOC116936480
N0.HOG0015674	uncharacterized protein LOC116934648
N0.HOG0015675	uncharacterized protein LOC123477447
N0.HOG0015676	uncharacterized protein LOC116934649
N0.HOG0015677	Uncharacterized protein
N0.HOG0015678	C1q domain-containing protein
